spec	n	t
1RB1LD_1RC0LD_0LA0RA_1LA1LB	2	0
1RB1LD_1RC0RA_0LA0RC_0LA0LB	2	0
1RB1LD_1RC0RA_0LA0RC_0RC0LB	2	0
1RB1LD_1RC0RA_0LA0RC_1LB0LB	2	0
1RB1LD_1RC0RA_0LA0RC_1LC0LB	2	0
1RB1LD_1RC0RA_0LA0RC_1RC0LB	2	0
1RB1LD_1RC0RA_0LA0RC_1RD0LB	2	0
1RB1LD_1RC0RA_0LA0RD_0LA0LB	2	0
1RB1LD_1RC0RA_0LA1RB_0LA0LB	2	0
1RB1LD_1RC0RA_0LA1RB_0RC0LB	2	0
1RB1LD_1RC0RA_0LA1RB_1RC0LB	2	0
1RB1LD_1RC0RA_0LA1RB_1RD0LB	2	0
1RB1LD_1RC0RA_0LA1RD_1RC0LB	2	0
1RB1LD_1RC0RA_0LD1RB_0LB1LB	2	0
1RB1LD_1RC0RA_1LA0LB_0LA0LB	3	0
1RB1LD_1RC0RA_1LA0LC_0RC0LB	3	0
1RB1LD_1RC0RA_1LA0RA_1RC0LD	2	0
1RB1LD_1RC0RA_1LA0RD_0LA1RB	3	0
1RB1LD_1RC0RA_1LA1LB_0LC0LB	2	0
1RB1LD_1RC0RA_1LA1LD_0LA0LB	3	0
1RB1LD_1RC0RA_1LA1LD_0LC0LB	2	0
1RB1LD_1RC0RA_1LA1RA_0LA0LB	3	0
1RB1LD_1RC0RA_1LA1RB_0LA0LB	3	0
1RB1LD_1RC0RA_1LA1RB_0LA1RB	3	0
1RB1LD_1RC0RA_1LA1RD_0LA0LB	3	0
1RB1LD_1RC0RA_1LB0RD_0LA1RB	3	0
1RB1LD_1RC0RA_1LB1RB_0LA0LB	3	0
1RB1LD_1RC0RA_1LB1RB_0LA1RB	3	0
1RB1LD_1RC0RA_1LC1LD_0LA0LB	3	0
1RB1LD_1RC0RA_1LD0LB_0LA1LC	2	0
1RB1LD_1RC0RA_1LD0RB_1LB0LC	2	0
1RB1LD_1RC0RB_0LA0RB_0LA1LA	2	0
1RB1LD_1RC0RB_0LA0RB_0LA1LD	2	0
1RB1LD_1RC0RB_0LA0RB_1LC0LA	2	0
1RB1LD_1RC0RB_0LA0RB_1LC0LB	2	0
1RB1LD_1RC0RB_0LA0RB_1LC0LD	2	0
1RB1LD_1RC0RB_0LA0RC_1LA0LD	2	0
1RB1LD_1RC0RB_0LA1LD_0LD1LA	7	0
1RB1LD_1RC0RB_0LA1LD_1LC1RB	2	0
1RB1LD_1RC0RB_0LA1RB_1LC1LD	2	0
1RB1LD_1RC0RB_0LC1LD_0LD1LA	7	0
1RB1LD_1RC0RB_0LD0RB_0LA1LD	2	0
1RB1LD_1RC0RB_0LD1RA_1LB1LC	2	0
1RB1LD_1RC0RB_0LD1RB_0LA1LD	2	0
1RB1LD_1RC0RB_1LA0LD_1LC1RD	2	0
1RB1LD_1RC0RB_1LA0RD_0LB1LB	2	0
1RB1LD_1RC0RB_1LA1RB_0RD0LA	2	0
1RB1LD_1RC0RB_1LA1RC_0LB1LB	2	0
1RB1LD_1RC0RB_1LA1RC_1LA0LA	2	0
1RB1LD_1RC0RB_1LA1RC_1LC0LA	3	0
1RB1LD_1RC0RB_1LC0RA_0LA0LB	2	0
1RB1LD_1RC0RB_1LD0RB_1LA0LC	3	0
1RB1LD_1RC0RB_1LD1RB_1LA0LA	2	0
1RB1LD_1RC0RB_1LD1RC_1LA0LC	2	0
1RB1LD_1RC0RB_1RD1RB_1LA0LD	2	0
1RB1LD_1RC0RB_1RD1RC_1LA0LD	2	0
1RB1LD_1RC0RC_0LA0RB_0LA1LA	2	0
1RB1LD_1RC0RC_1LA0RA_0LA1LB	4	0
1RB1LD_1RC0RC_1LA1RC_1RB0LA	3	0
1RB1LD_1RC0RC_1LD0RB_1LA0LC	3	0
1RB1LD_1RC0RC_1LD1RB_1LA0LD	2	0
1RB1LD_1RC0RD_0LC0LA_0LA1LA	2	0
1RB1LD_1RC0RD_0LD0LA_0LA1LA	2	0
1RB1LD_1RC0RD_1LA0LA_0LA1LA	2	0
1RB1LD_1RC0RD_1LA0RA_0LA1LA	2	0
1RB1LD_1RC0RD_1LC0LA_0LA1LA	2	0
1RB1LD_1RC0RD_1LD0LA_0LA1LA	2	0
1RB1LD_1RC0RD_1RD0LA_0LA1LA	2	0
1RB1LD_1RC1LA_1LD0RC_0LB0LA	2	0
1RB1LD_1RC1LB_0LA0RD_1LC0RB	2	0
1RB1LD_1RC1LB_0LB1RD_1RC0LA	3	0
1RB1LD_1RC1LB_1LA1RC_0LA0LB	2	0
1RB1LD_1RC1LB_1LA1RC_1LA0LB	2	0
1RB1LD_1RC1LB_1LA1RC_1LC0LB	2	0
1RB1LD_1RC1LB_1LB1RD_1RC0LA	3	0
1RB1LD_1RC1LC_1LA0RA_1RC0LD	2	0
1RB1LD_1RC1RA_0LA0LD_1LA1LC	2	0
1RB1LD_1RC1RA_0LA0RB_1LB0LA	2	0
1RB1LD_1RC1RA_0LA0RB_1LB0LD	2	0
1RB1LD_1RC1RA_1LA0RB_1LA0LA	7	0
1RB1LD_1RC1RA_1LA0RC_1RC0LD	2	0
1RB1LD_1RC1RA_1RD0RB_1LB0LA	2	0
1RB1LD_1RC1RB_0LA1RD_1LA0RC	3	0
1RB1LD_1RC1RB_0LC0LA_0LA1LA	2	0
1RB1LD_1RC1RB_0LC0LD_1LB1LA	2	0
1RB1LD_1RC1RB_0LC0LD_1RC1LA	2	0
1RB1LD_1RC1RB_0LC1RD_1LA0RC	3	0
1RB1LD_1RC1RB_0LD0LA_0LA1LA	2	0
1RB1LD_1RC1RB_0LD0LA_0RC1LA	2	0
1RB1LD_1RC1RB_0LD1LC_1RA0LA	2	0
1RB1LD_1RC1RB_0LD1RD_1LA0RC	2	0
1RB1LD_1RC1RB_0RD0LD_1LB1LA	2	0
1RB1LD_1RC1RB_1LA0LA_0LA1LA	2	0
1RB1LD_1RC1RB_1LA0LA_0RC1LA	2	0
1RB1LD_1RC1RB_1LA0LD_0LC1LA	2	0
1RB1LD_1RC1RB_1LA0LD_1LB1LA	2	0
1RB1LD_1RC1RB_1LA0LD_1RC1LA	2	0
1RB1LD_1RC1RB_1LA0RA_0LA1LA	2	0
1RB1LD_1RC1RB_1LA0RB_1LA0LC	2	0
1RB1LD_1RC1RB_1LA1LC_0RB0LD	2	0
1RB1LD_1RC1RB_1LC0LA_0LA1LA	2	0
1RB1LD_1RC1RB_1LC0LA_0LB1LA	2	0
1RB1LD_1RC1RB_1LC0LD_1LB1LA	2	0
1RB1LD_1RC1RB_1LC0LD_1RC1LA	2	0
1RB1LD_1RC1RB_1LC1RD_1LA0RC	3	0
1RB1LD_1RC1RB_1LD0LA_0LA1LA	2	0
1RB1LD_1RC1RB_1LD0LA_0RC1LA	2	0
1RB1LD_1RC1RB_1LD0LD_1LB1LA	2	0
1RB1LD_1RC1RB_1LD0LD_1RC1LA	2	0
1RB1LD_1RC1RB_1LD0RC_0LB0LA	4	0
1RB1LD_1RC1RB_1LD1LC_0RB0LA	2	0
1RB1LD_1RC1RB_1LD1RD_1LA0RC	3	0
1RB1LD_1RC1RB_1RD0LA_0LA1LA	2	0
1RB1LD_1RC1RB_1RD1RD_1LA0RC	3	0
1RB1LD_1RC1RC_1LA0RA_1RC0LD	2	0
1RB1LD_1RC1RD_1LA0LD_1LC0RB	2	0
1RB1RA_0LB0LC_1LA1LD_1RA1LC	2	0
1RB1RA_0LB0LC_1RA1LD_0LC1LC	2	0
1RB1RA_0LB1RC_1LD0RB_0RA1LC	3	0
1RB1RA_0LB1RC_1LD0RB_1RA1LC	3	0
1RB1RA_0LC0LD_1RA1LD_1LA1LC	2	0
1RB1RA_0LC0LD_1RA1LD_1RB1LC	2	0
1RB1RA_0LC0RA_0RA1LD_1LC0LD	2	0
1RB1RA_0LC0RA_1RC1LD_1LC0LB	3	0
1RB1RA_0LC0RB_0LA1LD_0RA1LC	2	0
1RB1RA_0LC0RB_0LD1LC_0RA1LD	2	0
1RB1RA_0LC0RB_0RA0LD_1LC1RD	2	0
1RB1RA_0LC0RB_1LA0LD_1LC1RD	2	0
1RB1RA_0LC0RC_0LD1LC_1RA1LD	2	0
1RB1RA_0LC0RD_1LA1LC_0LA1RB	2	0
1RB1RA_0LC0RD_1LA1LC_0LB1RB	2	0
1RB1RA_0LC0RD_1LA1LC_0LC1RB	2	0
1RB1RA_0LC0RD_1LA1LC_0LD1RB	2	0
1RB1RA_0LC0RD_1LA1LC_0RA1RB	2	0
1RB1RA_0LC0RD_1LA1LC_1LB1RB	2	0
1RB1RA_0LC0RD_1LA1LC_1LC1RB	2	0
1RB1RA_0LC0RD_1LA1LC_1LD1RB	2	0
1RB1RA_0LC0RD_1LA1LC_1RA1RB	2	0
1RB1RA_0LC0RD_1LA1LC_1RB1RB	2	0
1RB1RA_0LC0RD_1LA1LC_1RC1RB	2	0
1RB1RA_0LC1LB_0RC1LD_1RA0LC	2	0
1RB1RA_0LC1LB_0RC1LD_1RA0RB	2	0
1RB1RA_0LC1LB_0RD1LD_1RA0LC	2	0
1RB1RA_0LC1LB_0RD1LD_1RA0RB	2	0
1RB1RA_0LC1LB_1RD0LD_1LA1LC	2	0
1RB1RA_0LC1LB_1RD0LD_1RA1LC	2	0
1RB1RA_0LC1LB_1RD1LD_1LA0LC	2	0
1RB1RA_0LC1LB_1RD1LD_1LA0RB	2	0
1RB1RA_0LC1LB_1RD1LD_1RA0LC	2	0
1RB1RA_0LC1LB_1RD1LD_1RA0RB	2	0
1RB1RA_0LC1RC_0RA1LD_1LC0LB	2	0
1RB1RA_0LC1RC_1LD0RB_0RA1LC	2	0
1RB1RA_0LC1RC_1LD0RB_1LA1LD	2	0
1RB1RA_0LC1RC_1LD0RB_1RA1LC	2	0
1RB1RA_0LC1RD_0RA1LD_1LC0RB	3	0
1RB1RA_0LC1RD_1LA1LC_0LA0RB	2	0
1RB1RA_0LC1RD_1LA1LC_0LC0RB	2	0
1RB1RA_0LC1RD_1LA1LC_0LC0RD	2	0
1RB1RA_0LC1RD_1LA1LC_0LD0RB	2	0
1RB1RA_0LC1RD_1LA1LC_0RA0RB	2	0
1RB1RA_0LC1RD_1LA1LC_0RB0RB	2	0
1RB1RA_0LC1RD_1LA1LC_1LA0RB	2	0
1RB1RA_0LC1RD_1LA1LC_1LB0RB	2	0
1RB1RA_0LC1RD_1LA1LC_1LC0RB	2	0
1RB1RA_0LC1RD_1LA1LC_1RA0RB	2	0
1RB1RA_0LC1RD_1LA1LC_1RB0RB	2	0
1RB1RA_0LC1RD_1LA1LC_1RC0RB	2	0
1RB1RA_0LC1RD_1RA1LD_1LC0RB	3	0
1RB1RA_0LC1RD_1RB1LC_0LA0RA	2	0
1RB1RA_0LC1RD_1RB1LC_0LC0RA	2	0
1RB1RA_0LC1RD_1RB1LC_0RB0RA	2	0
1RB1RA_0LC1RD_1RB1LC_1LA0RA	2	0
1RB1RA_0LC1RD_1RB1LC_1LC0RA	2	0
1RB1RA_0LC1RD_1RB1LC_1RA0RA	2	0
1RB1RA_0LC1RD_1RB1LC_1RB0RA	2	0
1RB1RA_0LC1RD_1RB1LC_1RC0RA	2	0
1RB1RA_0LC1RD_1RD1LB_0RA0RC	2	0
1RB1RA_0RC0LB_0RD1RA_1LD0LA	6	0
1RB1RA_0RC0LC_1LA0LD_0RA1LC	2	0
1RB1RA_0RC0LC_1LA1LD_1RA1LC	2	0
1RB1RA_0RC1LD_1LB1LC_0RA0LD	4	0
1RB1RA_0RC1LD_1LC0RB_0LA0LD	4	0
1RB1RA_0RC1RD_1LA1LC_0LC0RB	2	0
1RB1RA_0RC1RD_1LA1LC_1LC0RB	2	0
1RB1RA_1LB0LC_1LA1LD_1RA1LC	2	0
1RB1RA_1LB0LC_1RA1LD_0LA1LC	2	0
1RB1RA_1LB0LC_1RA1LD_0LC1LC	2	0
1RB1RA_1LB0LC_1RA1LD_0RB1LC	2	0
1RB1RA_1LB0LC_1RD1LC_0LA0RA	2	0
1RB1RA_1LB0LC_1RD1LC_0LC0RA	2	0
1RB1RA_1LB0LC_1RD1LC_0RB0RA	3	0
1RB1RA_1LB0LC_1RD1LC_1LA0RA	2	0
1RB1RA_1LB0LC_1RD1LC_1LC0RA	2	0
1RB1RA_1LB0LC_1RD1LC_1RA0RA	2	0
1RB1RA_1LB0LC_1RD1LC_1RB0RA	2	0
1RB1RA_1LB0LC_1RD1LC_1RC0RA	2	0
1RB1RA_1LB0RC_1RA0LD_1LC1LD	2	0
1RB1RA_1LB1RC_1LD0RB_0RA1LC	3	0
1RB1RA_1LB1RC_1LD0RB_1RA1LC	3	0
1RB1RA_1LC0LB_1RD1LB_1RA0RD	2	0
1RB1RA_1LC0LC_1LA1LD_1RA1LC	2	0
1RB1RA_1LC0LC_1RA1LD_0LC1LC	2	0
1RB1RA_1LC0LC_1RA1LD_0RB1LC	2	0
1RB1RA_1LC0LC_1RB1LD_1RA1LC	2	0
1RB1RA_1LC0LD_0LD1LD_1RA1LC	2	0
1RB1RA_1LC0LD_0RA0LB_1RD1RC	3	0
1RB1RA_1LC0LD_0RB1LD_1RA1LC	2	0
1RB1RA_1LC0LD_1LD0LB_0RA0RA	2	0
1RB1RA_1LC0LD_1LD0LB_1RA0RA	2	0
1RB1RA_1LC0LD_1RA0LB_1LC0RC	2	0
1RB1RA_1LC0LD_1RA1LD_0LB1LC	2	0
1RB1RA_1LC0LD_1RA1LD_1LA1LC	2	0
1RB1RA_1LC0LD_1RA1LD_1RB1LC	2	0
1RB1RA_1LC0RA_0LD0LB_1RD1RB	3	0
1RB1RA_1LC0RA_0LD1LD_1RB1LC	2	0
1RB1RA_1LC0RA_0RA1LD_0LC0LD	2	0
1RB1RA_1LC0RA_0RB1LD_0LB1LC	2	0
1RB1RA_1LC0RA_1LA1LD_0LB0LD	2	0
1RB1RA_1LC0RA_1LA1LD_0LC0LD	2	0
1RB1RA_1LC0RA_1LA1LD_1LC0LB	2	0
1RB1RA_1LC0RA_1LD0LB_1RB0LB	3	0
1RB1RA_1LC0RA_1LD0LC_0RB0LD	2	0
1RB1RA_1LC0RA_1LD0LC_0RB1LC	2	0
1RB1RA_1LC0RA_1LD1LC_1LA0LB	2	0
1RB1RA_1LC0RA_1LD1LC_1RB0LB	2	0
1RB1RA_1LC0RA_1LD1LC_1RD0LB	2	0
1RB1RA_1LC0RA_1RA0LD_0LC1LB	2	0
1RB1RA_1LC0RA_1RA1LD_1LC0LB	2	0
1RB1RA_1LC0RA_1RB1LD_0LB0LD	2	0
1RB1RA_1LC0RA_1RC0LD_0LC1LA	5	0
1RB1RA_1LC0RA_1RD0LB_0LA1RC	3	0
1RB1RA_1LC0RA_1RD0LB_1LA1RC	3	0
1RB1RA_1LC0RB_0LA1LD_0RA0LC	4	0
1RB1RA_1LC0RB_0LA1LD_1LA0LC	4	0
1RB1RA_1LC0RC_0LB1LD_0RA0LC	5	0
1RB1RA_1LC0RC_0LD1LC_1RA1LD	2	0
1RB1RA_1LC0RC_0RA0LD_1RC0LA	8	0
1RB1RA_1LC0RC_1RA0LD_0LC1LD	2	0
1RB1RA_1LC0RC_1RA0LD_1LC1LD	2	0
1RB1RA_1LC0RC_1RA1LD_0LC1LC	2	0
1RB1RA_1LC0RD_0RA1LB_0LB1RB	2	0
1RB1RA_1LC0RD_0RA1LB_0LC0LC	2	0
1RB1RA_1LC0RD_0RA1LB_0LC1RB	3	0
1RB1RA_1LC0RD_0RA1LB_0LD1RB	3	0
1RB1RA_1LC0RD_0RA1LB_1LB0LC	2	0
1RB1RA_1LC0RD_0RA1LB_1LB1RB	3	0
1RB1RA_1LC0RD_0RA1LB_1LD0LC	2	0
1RB1RA_1LC0RD_0RA1LB_1LD1RB	3	0
1RB1RA_1LC0RD_0RA1LB_1RB0LC	2	0
1RB1RA_1LC0RD_0RA1LB_1RB1RB	3	0
1RB1RA_1LC0RD_0RA1LB_1RC0LC	2	0
1RB1RA_1LC0RD_0RA1LB_1RC1RB	3	0
1RB1RA_1LC0RD_1LA0LD_0RB1RB	2	0
1RB1RA_1LC0RD_1LD1LB_0RA0LD	2	0
1RB1RA_1LC0RD_1LD1LB_0RA1RB	4	0
1RB1RA_1LC0RD_1RA0LB_1LB0RA	2	0
1RB1RA_1LC0RD_1RA1LB_0LB1RB	2	0
1RB1RA_1LC0RD_1RA1LB_0LD1RB	3	0
1RB1RA_1LC0RD_1RA1LB_1LB1RB	3	0
1RB1RA_1LC0RD_1RA1LB_1LD1RB	3	0
1RB1RA_1LC0RD_1RA1LB_1RB1RB	3	0
1RB1RA_1LC1LB_0LA1LD_0RA0LC	2	0
1RB1RA_1LC1LB_0LA1LD_1RA0LC	2	0
1RB1RA_1LC1LB_0RA0LD_0LB1LC	2	0
1RB1RA_1LC1LB_0RA0LD_0RA1LC	2	0
1RB1RA_1LC1LB_0RA0LD_0RB1LC	2	0
1RB1RA_1LC1LB_0RA0LD_0RC1LC	2	0
1RB1RA_1LC1LB_0RA0LD_0RD1LC	2	0
1RB1RA_1LC1LB_0RA0LD_1LA0LC	2	0
1RB1RA_1LC1LB_0RA0LD_1LA1LC	2	0
1RB1RA_1LC1LB_0RA0LD_1LB1LC	2	0
1RB1RA_1LC1LB_0RA0LD_1LC1LC	2	0
1RB1RA_1LC1LB_0RA0LD_1RA1LC	2	0
1RB1RA_1LC1LB_0RA0LD_1RC1LC	2	0
1RB1RA_1LC1LB_0RA0LD_1RD1LC	2	0
1RB1RA_1LC1LB_0RA1LD_0LB0LC	2	0
1RB1RA_1LC1LB_0RA1LD_0LC0LC	2	0
1RB1RA_1LC1LB_0RA1LD_0RA0LC	2	0
1RB1RA_1LC1LB_0RA1LD_0RB0LC	2	0
1RB1RA_1LC1LB_0RA1LD_0RB0LD	2	0
1RB1RA_1LC1LB_0RA1LD_0RD0LC	2	0
1RB1RA_1LC1LB_0RA1LD_1LA0LC	2	0
1RB1RA_1LC1LB_0RA1LD_1LB0LC	2	0
1RB1RA_1LC1LB_0RA1LD_1LC0LC	2	0
1RB1RA_1LC1LB_0RA1LD_1RA0LC	2	0
1RB1RA_1LC1LB_0RA1LD_1RB0LC	2	0
1RB1RA_1LC1LB_0RA1LD_1RC0LC	2	0
1RB1RA_1LC1LB_0RD1LD_1RA0LC	2	0
1RB1RA_1LC1LD_0RA0LC_0RA1LD	2	0
1RB1RA_1LC1LD_0RB0LC_0RA1LB	2	0
1RB1RA_1LC1LD_0RB0LC_0RA1LD	2	0
1RB1RA_1LC1LD_0RD0LC_1LB0RA	2	0
1RB1RA_1LC1LD_1LA0LB_0RC0RA	2	0
1RB1RA_1LC1LD_1RA0LB_0RC0RA	2	0
1RB1RA_1LC1RC_0RA1LD_1LC0LC	2	0
1RB1RA_1LC1RC_1LD0RB_0RA1LC	3	0
1RB1RA_1LC1RC_1LD0RB_1RA1LC	3	0
1RB1RA_1LC1RD_0RA1LB_0RA0RB	2	0
1RB1RA_1LC1RD_0RB0LC_1RA1LD	2	0
1RB1RA_1LC1RD_0RD0LC_1RA1LD	2	0
1RB1RA_1LC1RD_1LA1LC_0LB0RD	2	0
1RB1RA_1LC1RD_1RA1LB_0RA0RB	2	0
1RB1RA_1RC0LD_0LD1LD_1RA1LC	2	0
1RB1RA_1RC0LD_1RD0LA_1LB0RC	3	0
1RB1RA_1RC0RC_1LD0RB_0RA0LC	2	0
1RB1RA_1RC0RC_1LD0RB_1LA0LC	3	0
1RB1RA_1RC0RC_1LD0RB_1RA0LC	3	0
1RB1RA_1RC0RD_1LD1LC_1RA0LC	2	0
1RB1RA_1RC1LA_1LD0RB_0RA0LC	2	0
1RB1RA_1RC1LA_1LD0RB_0RB0LC	3	0
1RB1RA_1RC1LA_1LD0RB_1LA0LC	2	0
1RB1RA_1RC1LA_1LD0RB_1LB0LC	2	0
1RB1RA_1RC1LA_1LD0RB_1RA0LC	3	0
1RB1RA_1RC1LA_1LD0RB_1RB0LC	3	0
1RB1RA_1RC1LB_1LD1RA_0RC0LD	2	0
1RB1RA_1RC1LD_1LC1LB_0RA0LD	5	0
1RB1RA_1RC1RA_1LD0RB_0RA0LC	2	0
1RB1RA_1RC1RA_1LD0RB_1LA0LC	2	0
1RB1RA_1RC1RA_1LD0RB_1RA0LC	3	0
1RB1RA_1RC1RC_1LD0RB_0RA1LC	3	0
1RB1RA_1RC1RC_1LD0RB_1RA1LC	3	0
1RB1RA_1RC1RD_1LD0LD_0RA1LC	2	0
1RB1RA_1RC1RD_1LD0RB_0RA0LC	3	0
1RB1RA_1RC1RD_1LD0RB_1RA0LC	3	0
1RB1RB_0LC0LA_1RC0RD_1LB1RD	3	0
1RB1RB_0LC0RA_1LD1LC_1RB1RD	2	0
1RB1RB_1LC0LD_0RD1LB_0RA1RD	2	0
1RB1RB_1LC0LD_1RC0LB_1RD0RA	4	0
1RB1RB_1LC0LD_1RD1LB_0RA1RD	2	0
1RB1RB_1LC0RA_0RD1LB_0LA1RD	3	0
1RB1RB_1LC0RA_0RD1LB_0LB1RD	3	0
1RB1RB_1LC0RA_0RD1LB_0LC1RD	3	0
1RB1RB_1LC0RA_0RD1LB_0RA1RD	3	0
1RB1RB_1LC0RA_0RD1LB_1LA1RD	3	0
1RB1RB_1LC0RA_0RD1LB_1LB1RD	3	0
1RB1RB_1LC0RA_0RD1LB_1LC1RD	3	0
1RB1RB_1LC0RA_0RD1LB_1RA1RD	3	0
1RB1RB_1LC0RA_0RD1LB_1RB1RD	3	0
1RB1RB_1LC0RA_1RD0LB_0LA1RC	2	0
1RB1RB_1LC0RA_1RD0LB_1LA1RC	3	0
1RB1RB_1LC0RA_1RD0LB_1LB1RC	2	0
1RB1RB_1LC0RA_1RD1LB_0LA1RD	3	0
1RB1RB_1LC0RA_1RD1LB_0LB1RD	3	0
1RB1RB_1LC0RA_1RD1LB_0LC1RD	3	0
1RB1RB_1LC0RA_1RD1LB_0RA1RD	3	0
1RB1RB_1LC0RA_1RD1LB_1LA1RD	3	0
1RB1RB_1LC0RA_1RD1LB_1LB1RD	3	0
1RB1RB_1LC0RA_1RD1LB_1LC1RD	3	0
1RB1RB_1LC0RA_1RD1LB_1RA1RD	3	0
1RB1RB_1LC0RA_1RD1LB_1RB1RD	3	0
1RB1RB_1LC0RC_1RA1LD_1RB0LD	2	0
1RB1RB_1LC0RD_1RA1LC_0LA1RD	2	0
1RB1RB_1LC0RD_1RD0LB_1LB1RA	2	0
1RB1RB_1LC1RC_0RA1LD_1RC0LD	2	0
1RB1RB_1RC0RB_1LD0RA_1RA0LC	2	0
1RB1RC_0LA0RB_0LD1RA_1LA1LD	2	0
1RB1RC_0LA0RB_0LD1RC_1LA1LD	2	0
1RB1RC_0LA1RB_1LD0RA_0RB1LC	3	0
1RB1RC_0LA1RB_1LD0RA_1LA1LC	4	0
1RB1RC_0LA1RB_1LD0RA_1RB1LC	3	0
1RB1RC_0LA1RB_1LD0RB_1RA1LD	2	0
1RB1RC_0LC0LB_1RD1LB_0RA0LA	2	0
1RB1RC_0LC0LB_1RD1LB_0RA0RB	2	0
1RB1RC_0LC0LB_1RD1LB_0RA0RD	2	0
1RB1RC_0LC0LB_1RD1LB_0RA1RC	2	0
1RB1RC_0LC0LB_1RD1LB_0RA1RD	2	0
1RB1RC_0LC0LD_0RA1LB_1RC1LD	2	0
1RB1RC_0LC0LD_1RA0LD_1LC1LB	2	0
1RB1RC_0LC0LD_1RA1RD_1LC1LB	2	0
1RB1RC_0LC0RA_1LA1LD_1LC0LC	2	0
1RB1RC_0LC0RA_1RA1LD_1LA0LC	2	0
1RB1RC_0LC0RA_1RA1LD_1LA0LD	2	0
1RB1RC_0LC0RA_1RA1RD_1LD0LB	2	0
1RB1RC_0LC0RB_1RA0LD_1LA1LD	2	0
1RB1RC_0LC1RA_0RA1LD_0LC0LA	2	0
1RB1RC_0LC1RA_0RA1LD_0LC0RA	2	0
1RB1RC_0LC1RA_1LA1LD_0RA0LC	2	0
1RB1RC_0LC1RA_1LA1LD_1LA0LC	2	0
1RB1RC_0LC1RA_1LA1LD_1LB0LC	2	0
1RB1RC_0LC1RC_0RA1LD_1RC0LD	2	0
1RB1RC_0RC0LA_1LC0LD_1RB1LB	4	0
1RB1RC_0RC0RA_0LD1RA_1LD0LA	2	0
1RB1RC_0RC1LD_1LD0RD_0LA0LB	7	0
1RB1RC_0RC1RB_1LD0RA_1LA1LC	4	0
1RB1RC_0RC1RC_1LD0RB_0LD1LA	4	0
1RB1RC_1LA0RC_0LD1LC_1RA1LB	2	0
1RB1RC_1LB1LC_0RD0LB_1RA1RC	4	0
1RB1RC_1LB1RA_1LA1LD_0RA0LC	2	0
1RB1RC_1LB1RA_1LA1LD_1LA0LC	2	0
1RB1RC_1LC0LB_0RA1LD_1LB1RA	2	0
1RB1RC_1LC0LB_0RD0LB_1RA1RC	2	0
1RB1RC_1LC0LD_0RA1LB_1LA1LC	2	0
1RB1RC_1LC0LD_0RA1LB_1LA1RC	2	0
1RB1RC_1LC0LD_0RD1LB_0RA1RD	2	0
1RB1RC_1LC0LD_1RA0LB_0RA1RD	2	0
1RB1RC_1LC0LD_1RA0LB_1RB0RC	2	0
1RB1RC_1LC0LD_1RA0LD_1LC1LB	2	0
1RB1RC_1LC0LD_1RA1RD_1LC1LB	2	0
1RB1RC_1LC0RA_0RD0LB_1RA1RD	3	0
1RB1RC_1LC0RA_1LA1LD_1LC0LC	2	0
1RB1RC_1LC0RA_1LD0LB_1RB0LC	2	0
1RB1RC_1LC0RA_1RA0LB_------	2	0
1RB1RC_1LC0RA_1RA0LD_1LC0RA	2	0
1RB1RC_1LC0RA_1RA0RD_0LB1LD	2	0
1RB1RC_1LC0RA_1RD0LB_0RA0LA	2	0
1RB1RC_1LC0RA_1RD0LB_1LA0RD	3	0
1RB1RC_1LC0RA_1RD0LB_1LA1RC	2	0
1RB1RC_1LC0RA_1RD0LB_1RA0LA	3	0
1RB1RC_1LC0RA_1RD0LB_1RA1RD	2	0
1RB1RC_1LC0RB_0RC0LD_1RA0LA	10	0
1RB1RC_1LC0RB_1RA1LD_1RB0LD	2	0
1RB1RC_1LC0RB_1RD0LD_1LA1RB	2	0
1RB1RC_1LC0RC_1RA0LD_0LC1LD	2	0
1RB1RC_1LC0RC_1RA0LD_0RB0LB	2	0
1RB1RC_1LC0RD_0RA1LD_1RC0LD	2	0
1RB1RC_1LC0RD_1LD0LB_1RB1RA	5	0
1RB1RC_1LC0RD_1RA0LB_1RB---	3	0
1RB1RC_1LC0RD_1RD0LD_1LB0RA	2	0
1RB1RC_1LC1LD_1RA1RB_0LA0LB	2	0
1RB1RC_1LC1LD_1RA1RB_0RC0LB	2	0
1RB1RC_1LC1LD_1RA1RB_1LA0LB	2	0
1RB1RC_1LC1LD_1RA1RB_1LC0LB	2	0
1RB1RC_1LC1RA_0RA1LD_0LC0LD	2	0
1RB1RC_1LC1RA_1LA1LD_0LB0LC	2	0
1RB1RC_1LC1RA_1LA1LD_0RA0LC	2	0
1RB1RC_1LC1RA_1LA1LD_1LA0LC	2	0
1RB1RC_1LC1RA_1LA1LD_1LB0LC	2	0
1RB1RC_1LC1RA_1LD0LC_0RA0RB	2	0
1RB1RC_1LC1RA_1LD0LC_0RD0RB	2	0
1RB1RC_1LC1RA_1LD0RA_0RB0LB	2	0
1RB1RC_1LC1RA_1LD0RA_1RA0LB	2	0
1RB1RC_1LC1RB_1LD0RA_1LA1LC	4	0
1RB1RC_1LC1RC_0RA1LD_1RC0LD	2	0
1RB1RC_1LC1RD_1LA0LB_0RA0RC	2	0
1RB1RC_1LC1RD_1LD0LB_0RA1LC	2	0
1RB1RC_1LC1RD_1RA0LB_0LD0RA	2	0
1RB1RC_1LC1RD_1RA0LD_1LC0LB	2	0
